File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIUHKXYYK/@@download/4DNFIUHKXYYK.pairs.gz.px2	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIUHKXYYK	8.80	cfe9d6c507c498bdc6e70318184315ba	contact list-combined	pairs_px2	1	1	stem cell derived cell line	mouse	secondary file for	4DNFIUHKXYYK	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4eeb5c13-9e4c-4500-9976-e84dd0c9cea7/4DNFIUHKXYYK.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIU8AF5ZY/@@download/4DNFIU8AF5ZY.hic	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIU8AF5ZY	1334.33	421766a868c818cf4108f2bc63ba0b3d	contact matrix	hic	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c2eaf9bf-9584-4cec-8685-bd74038a6c01/4DNFIU8AF5ZY.hic
https://data.4dnucleome.org/files-processed/4DNFIDA2WGV8/@@download/4DNFIDA2WGV8.mcool	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIDA2WGV8	872.87	3622ed469d21f7dd57ff74d365774644	contact matrix	mcool	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2afba019-2fb7-4958-b2ad-4e661aa1703e/4DNFIDA2WGV8.mcool
https://data.4dnucleome.org/files-processed/4DNFIAHQV11G/@@download/4DNFIAHQV11G.bed.gz	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIAHQV11G	0.15	f8596b7cd161276e27795e19cb1ce8c2	boundaries	bed	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5d46db85-3151-451f-b5ea-9b29b99dd34f/4DNFIAHQV11G.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIVV22ROZ/@@download/4DNFIVV22ROZ.bw	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFIVV22ROZ	7.17	578f644cb2cc7de1747d9f1955c5e9f1	insulation score-diamond	bw	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9c0c79b5-ce55-4432-b28c-7aff2c46edd5/4DNFIVV22ROZ.bw
https://data.4dnucleome.org/files-processed/4DNFITLDQ4SV/@@download/4DNFITLDQ4SV.bw	4DNESUCLJAZ8	4DNEXBBP5WX1	4DNFITLDQ4SV	0.18	9b907726ba45d97fe922aefc4ac7b5cc	compartments	bw	1	1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	unreplicated	DpnII	mESC line with Oct4-GFP	Hi-C on mESC during neural differentiation	control cells, unsorted Oct4-GFP cells	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8fbaf232-fde5-46d8-a5f3-c3c713c78aaf/4DNFITLDQ4SV.bw
https://data.4dnucleome.org/files-processed/4DNFIZ51VHLF/@@download/4DNFIZ51VHLF.pairs.gz	4DNESUQT299T	4DNEXNCQS8V9, 4DNEXT1SU5GQ	4DNFIZ51VHLF	854.13	eabb0fb36958d3958831634654514996	contact list-combined	pairs	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	cerebral cortex	sisHi-C during early embryonic development	Cortex	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3efd3547-8720-43e7-8ef1-f7b9c116a1c9/4DNFIZ51VHLF.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIZ51VHLF/@@download/4DNFIZ51VHLF.pairs.gz.px2	4DNESUQT299T	4DNEXNCQS8V9, 4DNEXT1SU5GQ	4DNFIZ51VHLF	7.90	694c27666f971d93eb25c6577f185800	contact list-combined	pairs_px2	2, 1	1, 1	tissue	mouse	secondary file for	4DNFIZ51VHLF	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	cerebral cortex	sisHi-C during early embryonic development	Cortex	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3efd3547-8720-43e7-8ef1-f7b9c116a1c9/4DNFIZ51VHLF.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFII3JV8I1/@@download/4DNFII3JV8I1.hic	4DNESUQT299T	4DNEXNCQS8V9, 4DNEXT1SU5GQ	4DNFII3JV8I1	934.20	33f978880b53997c0b24958c613e2bf1	contact matrix	hic	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	cerebral cortex	sisHi-C during early embryonic development	Cortex	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/268b7d52-9655-474c-9467-8ba31bb2195c/4DNFII3JV8I1.hic
https://data.4dnucleome.org/files-processed/4DNFI2H23JBK/@@download/4DNFI2H23JBK.mcool	4DNESUQT299T	4DNEXNCQS8V9, 4DNEXT1SU5GQ	4DNFI2H23JBK	580.34	b2b2c0d6da27120b8ce18abc52338cc7	contact matrix	mcool	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	cerebral cortex	sisHi-C during early embryonic development	Cortex	processed file	External	Wei Xie, TSINGHUA	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bfa5376c-2786-41e5-8c09-791d0781ec71/4DNFI2H23JBK.mcool
https://data.4dnucleome.org/files-processed/4DNFIB16WAKX/@@download/4DNFIB16WAKX.bw	4DNESUQT299T	4DNEXNCQS8V9, 4DNEXT1SU5GQ	4DNFIB16WAKX	0.18	975a3cafcef8e98eb008026107d2383f	compartments	bw	2, 1	1, 1	tissue	mouse	N/A	N/A	N/A	released	released	Du Z et al. (2017)	in situ Hi-C	merged replicates	MboI	cerebral cortex	sisHi-C during early embryonic development	Cortex	processed file	External	4DN DCIC, HMS	Wei Xie, TSINGHUA	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e2da2096-3913-41a5-945e-15dcf6c0a8a2/4DNFIB16WAKX.bw
https://data.4dnucleome.org/files-processed/4DNFI6IY4ZJX/@@download/4DNFI6IY4ZJX.pairs.gz	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFI6IY4ZJX	4987.06	26e2b5c9b3f50e6c532cd2d739009367	contact list-combined	pairs	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8d94612b-a5b3-4b75-bab6-e0f0ab742bfa/4DNFI6IY4ZJX.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI6IY4ZJX/@@download/4DNFI6IY4ZJX.pairs.gz.px2	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFI6IY4ZJX	8.66	748ce56c3857b4ec8b99812eb99eb79b	contact list-combined	pairs_px2	2, 1	1, 1	stem cell derived cell line	mouse	secondary file for	4DNFI6IY4ZJX	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8d94612b-a5b3-4b75-bab6-e0f0ab742bfa/4DNFI6IY4ZJX.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI1WMMPJQ/@@download/4DNFI1WMMPJQ.hic	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFI1WMMPJQ	2274.85	e7618703e92ec4860175dd32dd4bb25f	contact matrix	hic	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7b6ddbce-0ed1-4272-b8ae-32793e4ea4e4/4DNFI1WMMPJQ.hic
https://data.4dnucleome.org/files-processed/4DNFIWZA721W/@@download/4DNFIWZA721W.mcool	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFIWZA721W	1523.96	a06f5ca372e5296f07b6be20a7488988	contact matrix	mcool	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c7f64441-51ce-44b0-817d-8c45693a0d79/4DNFIWZA721W.mcool
https://data.4dnucleome.org/files-processed/4DNFIW3Y6T3W/@@download/4DNFIW3Y6T3W.bed.gz	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFIW3Y6T3W	0.14	1d1c56ef63fd704ccd7e8767844f6ca5	boundaries	bed	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cab7662e-fd29-4208-b17b-e39702c29507/4DNFIW3Y6T3W.bed.gz
https://data.4dnucleome.org/files-processed/4DNFI374D6IH/@@download/4DNFI374D6IH.bw	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFI374D6IH	7.16	0adb5f238741f0847e4b05c824fe16ea	insulation score-diamond	bw	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bb981e46-1edc-482f-9b86-1b57aba7dff7/4DNFI374D6IH.bw
https://data.4dnucleome.org/files-processed/4DNFIGPQFV6A/@@download/4DNFIGPQFV6A.bw	4DNESUUFHGKJ	4DNEXEAX5L6R, 4DNEX9IX94MT	4DNFIGPQFV6A	0.18	081e38382ef927df2db61f319d16e53f	compartments	bw	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Bonev B et al. (2017)	in situ Hi-C	merged replicates	DpnII	ES-E14TG2a	Hi-C on E14Tg2 cell line	sox4 activation with dCas9-VP64	processed file	External	4DN DCIC, HMS	Giacomo Cavalli, UM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8a12216c-a47f-402f-936f-29eddf9429b6/4DNFIGPQFV6A.bw
https://data.4dnucleome.org/files-processed/4DNFIJS95BR2/@@download/4DNFIJS95BR2.pairs.gz	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFIJS95BR2	2817.34	3f2fe16e79fd2b6c1587b4bcbd8bcad5	contact list-combined	pairs	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9d577b07-3e15-4f24-a1f7-32c839f0ee94/4DNFIJS95BR2.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIJS95BR2/@@download/4DNFIJS95BR2.pairs.gz.px2	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFIJS95BR2	5.12	e2f41addf49d257c07dfaf48cc773bb0	contact list-combined	pairs_px2	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	secondary file for	4DNFIJS95BR2	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9d577b07-3e15-4f24-a1f7-32c839f0ee94/4DNFIJS95BR2.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFICJECID5/@@download/4DNFICJECID5.hic	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFICJECID5	1512.23	823f8de239a74e2a6f01adbf70f7305c	contact matrix	hic	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/12685c57-d54a-46fa-9efb-acf34ed77574/4DNFICJECID5.hic
https://data.4dnucleome.org/files-processed/4DNFIXYTVEQN/@@download/4DNFIXYTVEQN.mcool	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFIXYTVEQN	1072.58	765c03a38a8feadaf61bb42be701de94	contact matrix	mcool	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/94bd2b94-929c-4376-bd50-955798782c7d/4DNFIXYTVEQN.mcool
https://data.4dnucleome.org/files-processed/4DNFIBSCL9K3/@@download/4DNFIBSCL9K3.bed.gz	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFIBSCL9K3	0.05	ed1b93897d96cebd9395abc25fa9c2ca	boundaries	bed	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3023b19a-bf4b-4276-be35-014823de5ca0/4DNFIBSCL9K3.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIDETT24C/@@download/4DNFIDETT24C.bw	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFIDETT24C	3.65	f3e09873b6d0064ab8c1ac95c93e62c4	insulation score-diamond	bw	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0199d26c-1b99-4278-b92a-816b7bc3e663/4DNFIDETT24C.bw
https://data.4dnucleome.org/files-processed/4DNFI427O6O1/@@download/4DNFI427O6O1.bw	4DNESV5PGOUC	4DNEX4IFV1D1, 4DNEXAJC5KI3, 4DNEX8SDCNL2	4DNFI427O6O1	0.11	e13c81246a2aefc76a3308a369331c33	compartments	bw	3, 1, 2	1, 1, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	2.25hpf, dechorionated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6c518065-7e06-47ea-9218-5b79857a7ad8/4DNFI427O6O1.bw
https://data.4dnucleome.org/files-processed/4DNFI97FCBN1/@@download/4DNFI97FCBN1.pairs.gz	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFI97FCBN1	3304.44	fcee2085cfb03cee789c7f8a157cffb3	contact list-combined	pairs	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5cbd4e71-a3f6-4210-8dee-2c61209507b4/4DNFI97FCBN1.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI97FCBN1/@@download/4DNFI97FCBN1.pairs.gz.px2	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFI97FCBN1	5.28	12c0b671bd1df32d678f67a929082553	contact list-combined	pairs_px2	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	secondary file for	4DNFI97FCBN1	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5cbd4e71-a3f6-4210-8dee-2c61209507b4/4DNFI97FCBN1.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIGOEKBUZ/@@download/4DNFIGOEKBUZ.hic	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFIGOEKBUZ	1875.53	5c99ebdc26a768741892c5109e123f4f	contact matrix	hic	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3d8c73bf-1335-4af4-b124-e3622d48c5f6/4DNFIGOEKBUZ.hic
https://data.4dnucleome.org/files-processed/4DNFIDS9WTNL/@@download/4DNFIDS9WTNL.mcool	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFIDS9WTNL	1311.90	5c19ab0d0b65135342081dbfa7a11df3	contact matrix	mcool	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e20e7d96-2128-486c-b93e-a4980c84c636/4DNFIDS9WTNL.mcool
https://data.4dnucleome.org/files-processed/4DNFI5WSZR3Z/@@download/4DNFI5WSZR3Z.bed.gz	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFI5WSZR3Z	0.06	bd9e390ba891c69818075a2a0ca6e7ee	boundaries	bed	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/058b9530-5eff-4e35-92f1-eb8cb0454012/4DNFI5WSZR3Z.bed.gz
https://data.4dnucleome.org/files-processed/4DNFILW9ZOOY/@@download/4DNFILW9ZOOY.bw	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFILW9ZOOY	3.67	6109724ebc819dc97ac3530355fe2929	insulation score-diamond	bw	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8599b751-0d1d-4f65-920b-515e6f6f51a5/4DNFILW9ZOOY.bw
https://data.4dnucleome.org/files-processed/4DNFI7AJMDJ9/@@download/4DNFI7AJMDJ9.bw	4DNESVZFWQZX	4DNEXZGORY81, 4DNEX4SCYGOL, 4DNEXRQW72FG, 4DNEX5BHUL5I	4DNFI7AJMDJ9	0.11	ee49741de7307de6d37c3388513fb532	compartments	bw	2, 1, 1, 3	1, 1, 2, 1	multicellular organism	zebrafish	N/A	N/A	N/A	released	released	Wike CL et al. (2021)	in situ Hi-C	merged replicates	MboI	Zebrafish Embryo	Hi-C on Zebrafish embryos	4hpf, SGC treated	processed file	4DN	4DN DCIC, HMS	Brad Cairns, UTAH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dc4fcd45-c6fa-4bf6-97d9-a02659140f32/4DNFI7AJMDJ9.bw
https://data.4dnucleome.org/files-processed/4DNFIDHNCVEM/@@download/4DNFIDHNCVEM.pairs.gz	4DNESWDLDMGN	4DNEXA7ZMMK3, 4DNEXVGS8FQQ	4DNFIDHNCVEM	9320.56	007da8002b81b22c65736fce78a4fbc6	contact list-combined	pairs	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Kubo N et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 (Tier 2)	Hi-C on CTCF-AID tagged F123-CASTx129	CTCF depleted by auxin treatment (0.5 mM, 48.0h)	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5742cf29-7b84-4bee-a34d-3474bfe905b4/4DNFIDHNCVEM.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIDHNCVEM/@@download/4DNFIDHNCVEM.pairs.gz.px2	4DNESWDLDMGN	4DNEXA7ZMMK3, 4DNEXVGS8FQQ	4DNFIDHNCVEM	17.48	a4f492150f61e353f16b9ecfe5de97dd	contact list-combined	pairs_px2	2, 1	1, 1	stem cell derived cell line	mouse	secondary file for	4DNFIDHNCVEM	N/A	released	released	Kubo N et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 (Tier 2)	Hi-C on CTCF-AID tagged F123-CASTx129	CTCF depleted by auxin treatment (0.5 mM, 48.0h)	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5742cf29-7b84-4bee-a34d-3474bfe905b4/4DNFIDHNCVEM.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIK9PS9GM/@@download/4DNFIK9PS9GM.hic	4DNESWDLDMGN	4DNEXA7ZMMK3, 4DNEXVGS8FQQ	4DNFIK9PS9GM	3360.69	7869a586beb9ba1b7aa9b218396930db	contact matrix	hic	2, 1	1, 1	stem cell derived cell line	mouse	N/A	N/A	N/A	released	released	Kubo N et al. (2021)	in situ Hi-C	merged replicates	MboI	F123-CASTx129 (Tier 2)	Hi-C on CTCF-AID tagged F123-CASTx129	CTCF depleted by auxin treatment (0.5 mM, 48.0h)	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/77da562e-d0ec-45a8-8764-14fa16d995a1/4DNFIK9PS9GM.hic
